feature1,feature2,feature3,feature4,target
0.016965701316357662,0.2689041358696449,0.5025027837847384,0.849332822811178,0
0.5727581077425187,0.12279311665507453,0.9992049726824217,0.5984660552412355,1
0.11962494479656738,0.7776857279828869,0.29438193198175167,0.6835233457120342,0
0.6808550593527596,0.18914345407931277,0.09802031454131543,0.31651932040861386,0
0.48003193558071244,0.08781334630548632,0.8008279237585489,0.3506361377248759,0
0.8869561048014604,0.11181681803497912,0.13004748899128393,0.13842291625459302,0
0.8986778074607034,0.4231514904229726,0.4093588567567965,0.4143822164531291,0
0.1948202593311833,0.9549972432440694,0.9397061002038817,0.3673724546993471,0
0.5704739289798946,0.6958943021082011,0.8113275652849654,0.8855499821524484,0
0.14705471349027155,0.16308184321697838,0.055183480180664546,0.4439904936584922,1
0.6466556621485566,0.6944147641595866,0.14235937265548881,0.5931754608073941,0
0.7933109166443516,0.9745720629295027,0.574760057008812,0.04280041215534658,0
0.8186205003005841,0.20864827455223278,0.20401392126196316,0.38544103683486475,1
0.028947658922459207,0.40770662545256753,0.32488876744686523,0.3301164895155676,1
0.7386130399014066,0.6583697593902742,0.08679953358697046,0.8686047732509317,1
0.349061385322605,0.8912825404453021,0.02907034711823009,0.060400170210744175,0
0.26299273164808956,0.7925503077585601,0.7702561632796124,0.9193851414146419,1
0.7237327436024449,0.162759162450532,0.8924507178320279,0.524404667304923,0
0.878144894515259,0.31765336439194414,0.2758614149655474,0.704325834517955,1
0.5279484787105622,0.07808271720102122,0.6905195807405418,0.5831047776091566,1
0.6022007235285909,0.6246943641669349,0.13316974391437963,0.4079108623628217,1
0.8572185507882158,0.9540097799560822,0.7487195308564324,0.7871129493127303,0
0.7904992872803946,0.12797960488185,0.4654984346785218,0.009591352165716271,1
0.4352857510379563,0.614398480162474,0.13347430888980694,0.712242217374657,1
0.6697523439266552,0.11085932357449535,0.22891654807240824,0.6912903623992794,0
0.4961812906373677,0.016621598442298935,0.41283301759517166,0.5370528102049044,0
0.7390784631082405,0.7795523132294049,0.8221955719006161,0.23773306145204454,1
0.030927701983587075,0.830670273725207,0.2244547228807876,0.4871395703221989,1
0.25759408700108477,0.7355367476897945,0.7677851333083446,0.430306974065778,0
0.9859441240816242,0.9876033618497995,0.6742593469318338,0.9643732603533137,0
0.5316068727967856,0.8293518457994389,0.9468794197311958,0.885548744110055,1
0.4931552729773603,0.8024988364599441,0.124590598667633,0.7198118742433333,1
0.5629333632713998,0.44043650932639267,0.17480319453773707,0.21628525455601133,0
0.27760289779219627,0.4980402039207955,0.4424967723558577,0.4264907902284778,0
0.9596452628613951,0.011894383617102267,0.3293057309624947,0.04413281551504755,0
0.6996717661549557,0.8975393356025289,0.9324733365432669,0.10876570664764806,0
0.07146659617792228,0.38740701977136316,0.6038364707603053,0.33712258609218715,0
0.10202928513868348,0.35451118137868065,0.644716988244497,0.6676179617478083,1
0.6734707789971062,0.7630748858419906,0.41764250776009626,0.3884301793225372,0
0.7741540374041365,0.607232565622078,0.007834767794688613,0.44113516272927356,0
0.7666603159441077,0.6643417994782607,0.2130821545351862,0.5898573912681435,1
0.0397787342482806,0.8941779425891759,0.2678867081765334,0.6176685589323998,1
0.5122266682017077,0.3278124878874912,0.14525974170943035,0.6742368560601825,1
0.47271717414910597,0.4502622762249472,0.28929928243825553,0.4727345270359551,1
0.22842057491376644,0.16013419762550596,0.8331847724256038,0.1773624549629793,1
0.07346656282527753,0.5671827233005357,0.9815479047963277,0.9979860805141438,0
0.86776097922308,0.6754625308420504,0.5959884134437988,0.14953460710073507,0
0.9870853069328631,0.7512697084224728,0.615785465649978,0.4908374588200438,0
0.4108646921847482,0.13682832893303531,0.8277994915116278,0.5602782565873045,0
0.7111886299394768,0.9533618450304454,0.08463073295926915,0.9271938583432685,1
0.21865566982745233,0.38377889147885513,0.13580359412562604,0.7114038037659752,1
0.1573236281869198,0.17351047921985663,0.8435479398399581,0.20316833619281893,1
0.8255845827297935,0.9329166380118858,0.6821341962389224,0.15756022137346648,1
0.9366119312922179,0.49400512586877643,0.9154620675986271,0.021864159617746792,0
0.09989897841171758,0.0942026490428064,0.15293907460166434,0.929978387916973,1
0.9236034499426651,0.6294234518921252,0.8762208758096671,0.9479258261269263,1
0.9272190976725219,0.21991694591568423,0.6738348806696057,0.049106042112744386,1
0.43855597382858424,0.04827630067901523,0.5273538706817192,0.31438705023925595,1
0.3670055160845299,0.2839526938913566,0.9968970799982829,0.48884558815366086,1
0.6887241600139126,0.9218055248922208,0.6569992145506848,0.6889381633018073,0
0.354310849381828,0.5403726815973953,0.19761984041668768,0.4656750438629492,1
0.38013253956977866,0.9680202450537284,0.9264100816107903,0.8786799466609735,1
0.24138470049525063,0.7255930047829771,0.7321622586219078,0.8898538103369019,1
0.6796413009056852,0.6025028669432647,0.2951154979286146,0.9785344456619666,0
0.04669173339542343,0.19284392040443543,0.6792774822453449,0.7198014359098107,0
0.33164234251370794,0.22515764075956912,0.3494807586386387,0.46743343186026953,0
0.6342698417227639,0.8463275374523435,0.05540442329153683,0.4537557891274552,1
0.03586595825919159,0.9326277426661486,0.6564697755752491,0.20534192745423618,1
0.8424438978451483,0.6103170250054942,0.7385152355420724,0.20570198644786342,1
0.37037783519310774,0.8503023186805184,0.05729540594499649,0.12949379175471765,0
0.7903665969447281,0.4466054538650771,0.24488470823556352,0.40734039971463687,0
0.774986228161815,0.1229268636975126,0.4068898408623667,0.6912420965327649,0
