annual_income,credit_score,loan_amount,years_at_job,debt_ratio,gender,target
50218.66667110409,767,209242.93270301825,0.0,0.26769477659894403,Male,1
61489.98458143839,763,64832.59764463213,4.397944344874011,0.46379084334715626,Female,1
46099.525367290335,706,186208.00200517717,5.056371533923822,0.384350251033417,Female,0
56713.49206786704,709,176511.77678314317,0.0,0.19387341315410012,Female,0
60055.43507771771,639,181128.82994348352,2.9129577675004548,0.10363767212096771,Male,0
30026.989732018385,670,196812.7357248017,5.915256214120259,0.4710456940592226,Female,0
59561.057794725326,633,240278.73514030868,7.379787487865092,0.22210572064297437,Female,0
78574.24607150453,724,261859.04001445047,3.9789785513512905,0.20754993973660596,Male,1
66432.24750495859,690,233126.80166993066,2.473703930835834,0.1825770768516276,Male,0
50899.49557852055,720,178186.84839099855,0.08959440706762578,0.10398145028534574,Female,0
58653.964585691596,669,209753.8462711301,9.767441904909372,0.411405717941023,Male,0
55194.7903770852,674,264523.0370688175,2.8555782230255886,0.12065671888910266,Male,0
53249.80713006279,783,228238.81321570752,2.931033485297168,0.12118656224388405,Female,1
64840.778405071345,722,100901.77571306433,3.8148594434912977,0.14571787245695342,Female,1
63840.44601470813,677,240585.27858066326,6.255543677471165,0.47344660769214697,Female,0
61236.59629401755,837,209670.31835948586,9.741019312468907,0.2141830881148603,Male,1
64846.18909674043,734,181229.6276758019,8.40391909946317,0.3533728125127841,Female,1
71619.51080144005,771,183432.38504560755,4.245344299447591,0.42390148697426555,Female,1
48801.324801896415,691,278425.9492736277,7.181367444456479,0.4722957585449651,Male,0
47285.49107071373,558,257168.0765102914,9.528571978096563,0.2964612697241802,Female,0
60652.72002965199,701,206555.96623375735,4.674150035184972,0.2754948830041648,Male,0
59270.214726443235,784,262143.12814291572,0.7373180443296707,0.1435441786586621,Male,1
44658.111522023915,740,216125.23301449523,4.750599422835518,0.41287761441858106,Female,1
72170.94831737388,689,168645.3587613852,4.056195657673854,0.48331939322852024,Male,0
38538.37346822928,764,241320.16586652622,2.81482906027487,0.13023835006464052,Female,1
82745.9108288036,726,280053.71530821966,3.4324372117710893,0.39357068945299456,Male,1
75982.20562598026,640,172819.65519534738,8.325333805168679,0.4047252387503455,Female,0
69382.62025246554,722,232215.52500541002,6.113161214646089,0.12707006529024,Female,1
70031.12483388769,699,283146.5723594919,7.740821652704103,0.34683061200249055,Male,0
58394.544600681635,754,140900.90019658906,7.344074359419544,0.31218520001632616,Female,1
49504.117380111216,707,191584.97884141788,4.711363213878263,0.3487532645819732,Male,0
27699.856201931336,683,100502.68650894376,5.335945797863773,0.30046665142526885,Female,0
71351.83019980472,636,301860.5319859179,4.086625936555311,0.24707580901454126,Female,0
51009.11031833967,759,128079.44166027204,1.7976982011185019,0.3810557856026736,Female,1
60096.33404716407,639,252997.50848811882,6.420010026664901,0.22983053425174696,Male,0
74297.04950869868,729,232097.35647218506,3.316847443933196,0.3990578450387092,Male,1
68017.58472720825,662,167941.75353015747,3.5275806005107393,0.28228534606273137,Female,0
70445.81171185074,734,210272.78435181515,3.824988171487903,0.41597308842235203,Female,1
55362.41814797041,725,193673.371012647,1.0653681018889962,0.45817812550668313,Male,1
53448.53644142674,717,198793.54447725133,6.113620290410177,0.32809577697832026,Female,0
67399.76851321333,705,217305.86643988613,7.320673118620441,0.4859292501888991,Female,0
64918.19286239036,624,211586.54710151962,9.599037626747549,0.21756663875622628,Female,0
65610.84854771358,645,248340.3552125272,2.694693449289521,0.220899757965279,Male,0
90153.06808149524,749,133882.62826583523,4.065598415302396,0.2313249094169855,Male,1
63980.435240994426,737,155928.31473865022,8.813090298293421,0.2733277960931587,Female,1
79922.91212773586,666,252610.55779785293,5.0087779000383135,0.47884660129455137,Male,0
44559.42737726893,697,232761.68142568803,8.988602731911573,0.17305559028071937,Male,0
56226.91670933257,768,148812.20261460746,0.9026122158471663,0.4353930762263297,Female,1
77695.87812541064,684,119839.1576692952,3.823856651998656,0.3188156574482624,Female,0
59061.103081507164,651,230182.28694803693,6.069237750603128,0.46011081085107663,Male,0
67947.06266872924,743,112451.2212797386,7.349466968039525,0.11327859444218796,Female,1
42158.82160699008,720,142129.2104892283,7.035648963863155,0.39294716005892627,Female,0
41855.38471963192,751,290988.5893656299,0.9448774039260606,0.1662652669905651,Female,1
92564.1407624672,640,329941.1450037291,0.0,0.4556299666986878,Male,0
47351.30107025713,712,198486.84712015072,7.798686065581426,0.3714168119163036,Male,0
27706.64110571276,730,199221.8455564853,2.7464983411283637,0.35277318514057787,Female,1
77543.8498864166,640,247185.77528780221,6.829854161995932,0.46757389724419895,Male,0
69102.75889823507,700,210593.9589414442,6.181971716525023,0.3381243007373801,Female,0
77859.69412179512,751,154515.97803437622,2.0956142064430203,0.3019843675768671,Male,1
76331.22929556279,757,160461.45404573233,4.7415136877015165,0.4688481559190548,Female,1
67624.02959511885,722,143840.24745623113,3.8375340101909288,0.2980369799972625,Female,1
67039.01384712789,762,143943.2993621039,8.341587193946662,0.324298831149506,Male,1
62845.592514155935,607,205384.97245533092,3.9616871846599544,0.46941710277449045,Female,0
75709.76559932172,701,214363.62570137135,5.552651688590281,0.12456263325644867,Male,0
82819.74077883677,755,19945.744777024112,5.533489399116303,0.1798638746595913,Male,1
32456.919403450553,677,253761.07705909578,4.719172929900901,0.4343405284719818,Male,0
61111.42170629663,744,183688.314777932,0.7403685071872133,0.3740119797076754,Female,1
72120.86697421718,675,119207.6764516584,0.565993234087447,0.3647286391956428,Female,0
62796.814721541414,637,202626.31841076582,0.0,0.1278031186060773,Male,0
47058.36353935319,589,215803.39348649757,9.03285372570379,0.39289610008235565,Male,0
58883.311263507494,606,163662.90475589904,6.261610117712208,0.4335237235491447,Female,0
43691.31091705796,679,143806.0797437203,7.1247986589722,0.15601027578795423,Male,0
47689.76522472434,665,123374.08615851682,8.203993334176916,0.3737796193852788,Male,0
64214.87801602549,668,272441.0054168858,5.06036338874258,0.3139866822661618,Male,0
91832.3429551895,731,331894.08761300996,3.6945837561138966,0.23730686282896163,Female,1
78353.53323627941,719,231486.9757204369,6.392961682479996,0.19194783648090175,Male,1
68334.06699005172,667,172041.8082470396,5.868016716928953,0.3266406870161958,Male,0
43449.50090739189,775,243171.86400949393,3.2399162337143816,0.3217820911466557,Female,1
67764.88530703685,650,149934.26729010165,6.7174142353392075,0.36298854754246146,Female,0
49470.12468289867,724,214061.5246109302,9.54834854106513,0.1627334799585452,Male,1
40102.91807533376,641,174496.80249519588,7.524896767295225,0.38376110788773254,Female,0
49834.26945371841,740,203900.3709239429,8.650170477493841,0.3933113183470607,Female,1
54644.56198790086,759,235624.0882216902,8.301178676836187,0.41236610086181047,Male,1
63125.74211921329,615,229403.83375839159,9.30087505946284,0.1575140692064769,Female,0
56790.16733661736,684,187099.57319011955,1.3329061550382826,0.17042681441506305,Female,0
47295.57977522508,712,163113.16476575797,3.82039698895343,0.1822153882781946,Female,0
64647.31065340541,742,86268.94843969002,4.404292439357119,0.4013798840968422,Male,1
77428.17453912286,720,229972.5343160852,3.8233111659679286,0.3624647225779509,Male,0
49173.9366999412,640,211693.25505046235,4.522551585386816,0.10652236071460193,Female,0
60528.95327957593,794,136526.73669935935,4.87818130496441,0.3830153958458695,Male,1
67120.47349319929,676,151385.08776325826,7.1416323322704125,0.30667055704213686,Male,0
64238.69925732449,734,214697.4693971581,5.538242513146524,0.22430467814896857,Female,1
67107.49381367682,705,154099.04691805175,6.721301329705702,0.4234344677716392,Male,0
93469.50219288949,766,228239.45529538242,6.030792605534648,0.19366747447865698,Male,1
66129.79217221006,686,170364.85885214468,5.8767963684671365,0.3831568122791733,Male,0
86284.05665135435,692,155137.34969193715,9.768323850685096,0.14190330381539923,Female,1
50881.87108986273,653,175027.44035573932,0.0,0.43017476624199935,Male,0
55379.48573721388,637,343260.6011542981,7.066138233664308,0.3922128084021449,Female,0
50073.20302847418,709,162202.46466540397,2.484914359997577,0.30343116874748605,Female,0
70029.8220713686,606,174614.1615425143,7.523123830884858,0.16657283066498285,Female,0
59441.66645235238,771,283855.7935093435,1.5828154771509468,0.10259523351221059,Female,1
50440.38379456808,668,252898.03569193964,10.026908881536688,0.14473592193664497,Female,1
38769.438869243786,664,170607.1847546,3.9767212035751753,0.11325338487728437,Female,0
60315.05762449138,720,235817.00402702054,0.3904079288538851,0.22273525228104735,Female,0
92134.05537917795,739,201631.94183454357,5.194374050370143,0.38771512006091213,Male,1
63619.829023751714,680,195034.2831103984,6.25673483411836,0.3895314727291781,Male,0
86562.00953453264,765,214101.7109604671,5.190625713682812,0.11171748200214826,Male,1
74243.31203161986,667,177434.85678281676,6.852285892781973,0.3794393146908157,Female,0
59107.119659072996,702,238661.99933328797,9.481129277016603,0.11058180219216968,Male,1
85533.22416952858,675,223766.74627137458,2.620336408378897,0.330880894450383,Male,1
56349.24030937473,709,235325.27317736263,0.6682132325233185,0.4323170891356297,Male,0
65779.76069593255,605,192527.21534175056,0.4107531349877256,0.49164486789792095,Female,0
40199.66233168941,739,230123.67181411816,5.649664215134617,0.41878991155832523,Male,1
37250.36175868813,640,235979.9748812446,2.073401193156104,0.2521777807063845,Female,0
35755.340873451176,747,116411.93633359164,0.0,0.4207785102967102,Female,1
100802.53749884429,725,243835.7093193058,3.625589030474841,0.4011794398652443,Female,1
57079.54055824978,732,145612.5662323166,5.40182564885604,0.2263141533759516,Female,1
47666.69406650353,735,153705.5048054425,2.196218315304587,0.28533156061850923,Female,1
65197.32713846989,703,129645.64026079916,3.2505028482321308,0.4881174930995009,Female,0
53143.55615120592,670,267456.75525567145,0.0,0.22576401054951814,Female,1
50827.23295512078,771,174690.5469457332,2.953775605928651,0.310195692083727,Female,1
53225.10785760566,647,263462.783594931,8.706295327270402,0.44836826433995947,Male,0
59508.70094676002,718,243212.41923493182,3.965050514128798,0.11642654949864464,Male,0
58081.2361277885,684,234660.8800829352,6.751511244617177,0.10788789288172503,Female,0
41413.39386519149,665,119141.40549772278,3.386168101000579,0.20746711385113104,Male,0
48025.541331923196,707,233331.39417284454,1.3165143018290237,0.4194712423630528,Male,0
99025.24671270592,714,251081.2382199974,8.559246771552827,0.2965655018491527,Male,1
67000.06472949122,664,153076.64471294574,3.793069931741832,0.16571062636090295,Male,1
50940.22219926269,698,229089.08853141812,0.0,0.2745949397230828,Female,0
60898.989453994924,697,80744.31506534819,6.6639161243954215,0.10922111337808404,Male,0
54728.78646429401,661,270742.03314127773,8.379180349166196,0.2576967951339666,Female,0
50627.72133456482,716,121600.58672198662,0.6190926943723323,0.1710479277820809,Male,1
64072.42966238472,732,214757.04896687082,3.073302564668032,0.19549537814503998,Female,1
74119.65871151225,649,143218.20476210854,4.244663978220862,0.21174252929630397,Female,0
45062.769078146564,754,261523.00238799877,5.554305950747072,0.20639301575197677,Male,1
61279.77213847536,625,240246.66953661627,8.531626362250744,0.45356735857371133,Female,0
62144.1464214556,658,239157.99438885052,2.90917561958571,0.3679563471433628,Female,0
66444.27328698878,729,195572.78927084937,7.468047279722431,0.38107961312689276,Male,1
96189.23132419374,630,257012.52763356024,6.240116087391187,0.21197184866257737,Male,0
52070.74977375365,656,238811.4252362053,7.320642845321054,0.13358228122836066,Female,1
50200.06151139432,663,232115.0617505588,2.026726594005159,0.38905988094434263,Female,0
55773.230867092396,724,178211.77515146905,3.0405878302101774,0.3754048753638253,Male,1
84501.47298451644,715,267109.0065622427,4.16116184028597,0.24448909409371453,Male,1
89312.3615062543,678,184524.50570363854,4.358689255812953,0.22929871357760284,Female,1
45155.92769612129,658,218676.68417058844,5.55488776202626,0.335244628182241,Male,0
38888.04338435167,779,263635.7366985632,7.249299885467555,0.3203650559791543,Female,1
61047.031274850284,703,139540.0644380197,3.611790056010986,0.2860694786626553,Female,0
71400.83945534404,651,330342.9581574885,7.423218667952453,0.39360170181747367,Male,0
34112.89906814105,667,184166.02270328754,11.405963371927873,0.39573447835840037,Male,0
60888.27651021732,718,290837.78147875523,8.914888066371256,0.30010580299098477,Male,0
73423.86565416661,607,179651.28168133146,4.663620669165965,0.26344198828929605,Male,0
74764.83597714876,651,171094.32706421782,2.0035373919978516,0.45037357017812996,Male,0
66146.44193939246,785,251098.13883390708,11.531961143126663,0.47703109275715494,Male,1
47999.421534035304,759,165019.9595648818,4.0772678313087685,0.1458724969514681,Female,1
75899.04576069933,730,124638.70898080309,0.9762208182897867,0.36092768062142044,Male,1
45382.06042994038,698,156119.13215685473,3.3362202787023447,0.14807661657821547,Female,0
40367.69401321332,620,152465.46532923725,7.767443510699327,0.40046148145823135,Female,0
53215.405211263846,725,216049.87818430117,10.022812298213392,0.29909872678255045,Female,1
70045.08823245058,642,155098.63868377707,0.0,0.10379005250467861,Female,0
70886.49935848037,685,318270.38859999867,1.4845060985824245,0.46166547358243004,Male,0
48226.5253037664,742,195232.94544016587,6.088987110298062,0.39655798891189986,Male,1
53560.4666322411,645,188611.45104381826,6.16983679815031,0.21659226903163942,Male,0
26710.494408786974,731,264421.68112516945,7.355379756380163,0.2662239977748569,Female,1
50260.83682400989,701,234947.65358587104,9.865621243355154,0.24896947847000284,Male,1
61162.20777778294,708,205081.50267667123,1.4564193817115054,0.33600498730947836,Male,0
88064.47763057673,691,226349.06956818767,8.528032955593119,0.19695915050075563,Male,1
56954.31920935511,773,159105.40789307473,7.238071858948449,0.2567924451627841,Female,1
41243.88399045424,705,231147.2015206654,7.986580075022342,0.15585535969196493,Male,0
49977.83871691509,738,163407.1345792057,9.058277091844289,0.21385196477572765,Female,1
44634.185379985654,758,215414.60318194106,2.700600706940637,0.4424976166766481,Male,1
45425.789422340225,651,207118.89562552332,9.49563908200956,0.1383902786784452,Female,0
39510.66433199198,758,238523.17978436133,9.109343305887137,0.35659498832223524,Female,1
46632.11661877069,687,207570.36980360094,3.982735116419519,0.13653105774613294,Female,0
57600.922050548594,703,236723.8372500609,5.504691623551083,0.11273669781923915,Male,0
52593.65125258031,705,262725.9351190595,4.068811590573459,0.4658115054547455,Female,0
67725.71529459071,745,196836.3020051542,5.741814356326268,0.2830181629493649,Female,1
43117.66429052435,719,309832.3027489477,0.0,0.2776636289250001,Female,0
64901.1714690348,608,147478.11856220162,6.47301183787326,0.31996842820786525,Male,0
72268.34487037543,703,208324.26362885736,4.403992598531291,0.4958348296562679,Male,0
75360.93788717194,591,61309.253003304155,8.741910951994033,0.4436727560442705,Male,0
74461.30752432536,680,225807.20197931898,3.5733966597939357,0.40251796954415753,Female,0
26426.53150012542,579,92177.73114974836,5.250036052925275,0.2695650349950529,Male,0
57908.305864785005,716,217952.75467401833,1.4689051056407867,0.30376074781238815,Male,0
55361.81436223178,710,251281.60569362913,4.6551472055244725,0.37655457808600745,Male,0
48500.15118324978,701,133757.71095336298,3.559491247378298,0.34354683785169327,Male,0
53404.034125887374,721,128313.49875948858,2.8941281051146346,0.16068264620155936,Male,1
50070.26733305086,678,249910.88279858648,7.548934348119955,0.49835451030388633,Male,0
91131.01197968159,662,267304.98972571286,2.5896971774862285,0.45213927834079604,Female,1
57142.45341003283,622,217369.87432173808,6.378726464933196,0.23197200833698994,Male,0
70193.96623402013,698,168417.4237743178,5.0586375343945456,0.35541001847666587,Female,0
40163.13064884645,692,229676.97161465953,8.184527471527533,0.11841325445668743,Female,0
56106.79983624124,725,271908.4600572851,0.0,0.18083372599097555,Female,1
60101.99766839996,700,187368.75655986817,5.536009325657216,0.4679605465747686,Male,0
64632.49518898446,675,177098.74084927217,6.366940730265784,0.21883638751212833,Male,0
47944.88148045404,621,168592.53001221787,0.5292574301028603,0.23698902249433154,Male,0
67155.61240834682,664,153160.23825203086,1.6506474344478574,0.15973938012778938,Male,0
51913.15945276532,671,233454.2605133762,4.359701908736227,0.2802388516414399,Male,0
38034.376796852695,688,153381.43784090065,4.061213098429958,0.3515953548897409,Male,0
76630.55370874362,742,195161.99484065553,1.6422492733380682,0.3112560229095015,Female,1
63910.10648735861,709,216232.91177512592,1.712482510988126,0.10691759030683304,Female,0
86321.91272976546,767,201619.81068417893,7.977884308938289,0.15684278393303297,Female,1
69680.63924377722,611,172470.64664996468,7.606395014916648,0.22043487218608548,Male,0
50323.203680923136,734,175132.28142929534,7.174488120457495,0.13043574853983053,Female,1
73824.75167886689,721,233825.37382199874,4.226826315241114,0.22061760531554617,Male,1
55573.651286431406,825,235496.63740736188,9.185305719506893,0.43149770629139084,Male,1
57614.321843999234,670,229605.69501424592,5.313542108227463,0.4383847810783824,Male,0
40506.28144608604,623,302603.66557109676,2.6881461496239836,0.23798483390369288,Male,0
44151.635358596206,631,188576.37280952296,2.0299588582905823,0.2796522263573964,Male,0
65837.38793501892,751,169091.24789499154,6.383992139106265,0.350934844170128,Male,1
69333.10716065102,630,194826.86050765382,4.814671813188318,0.41446736857974853,Female,0
40795.43401993658,718,178550.964131379,3.297658156314945,0.33014802593028675,Female,0
48142.88316832032,631,81078.41700633358,6.087349644783579,0.44036252886039995,Male,0
47228.903486095296,624,256442.37437746947,4.148941337218481,0.23211480499684412,Male,0
59705.433016099785,754,222507.7816973324,5.817553970688779,0.4223717464637863,Male,1
57985.81256720544,780,246283.83788569347,6.359665706848691,0.13594316720001876,Male,1
65988.34683907918,642,225045.86645429287,6.513095197155229,0.3727989789122934,Female,0
53201.579260090875,718,87904.20327455435,7.2913993170897795,0.46203361510438146,Male,0
35773.02276141736,641,92354.32421212422,4.440690752535338,0.4623442255170108,Female,0
66577.13608214591,721,186349.66259887078,0.2710730096862637,0.3908370916896945,Female,1
47663.70101426699,741,247658.81271646768,4.987211187068372,0.2518616063474693,Male,1
62770.204587973625,632,108211.5621911455,2.421802367548398,0.3424497555531911,Male,0
54220.2960470736,727,202837.08416484098,4.078854977224696,0.134603707575899,Male,1
68828.67606630914,642,156971.72980930566,2.8736653918355053,0.12221889339505841,Male,0
59949.38313883572,720,204991.3157549884,5.224057527910657,0.3150498402989419,Male,0
77911.6410457106,751,240333.82010821815,4.07535221551751,0.4730468068681335,Female,1
93281.70350172202,638,271009.2469390974,10.625676165450166,0.12548933067548732,Male,0
82224.95103693899,669,216009.39274609365,1.098649313234259,0.48449388155687556,Male,1
63816.31264951819,825,162627.21730208938,4.320417582851486,0.4837295618032855,Male,1
59479.72668919828,651,219298.5046284438,11.49656435661967,0.2071006662158167,Male,0
62947.817545522055,702,224944.15973841064,7.0654879236846995,0.35269447072936433,Female,0
55951.87597059943,651,174785.09920936884,2.0815163222511286,0.28094967080932026,Male,0
47522.66687654333,705,222695.26147206736,2.433416936178129,0.44116283509016596,Male,0
61441.811654114754,639,82477.20736878195,11.916910512101568,0.3337879726578452,Female,0
61527.8444289298,723,154574.87442439044,2.1219351180556316,0.10285200808840243,Female,1
45599.30557080804,671,283333.16296137613,7.161917694071802,0.3685336124412023,Female,0
61853.21543933373,604,159970.48288259472,10.232309553397936,0.4020946124799808,Female,0
65760.98173408961,707,105016.48595705593,0.0,0.22204367608483289,Female,0
60727.82441917241,725,138838.9884969035,3.7888896980062796,0.28863303843769306,Male,1
61305.706023572566,738,136082.3685598838,3.992642183060751,0.16491232972560949,Male,1
85790.66859310945,722,198375.94820789527,6.008968907963842,0.23067124152380492,Male,1
70443.09547220127,678,210034.93471444392,5.644948452363644,0.18178053049301202,Female,0
50060.643615812296,651,181569.03171071503,7.861280767434061,0.14681659307537742,Female,0
33587.86782028836,671,223053.90161482175,7.886631735743293,0.40501027083759034,Male,0
55304.12954215269,648,146113.9627104199,6.460526206902473,0.19189386164741143,Male,0
83131.64928851814,742,147039.41458135488,2.8827333133184063,0.3312562695048481,Male,1
98600.3970487479,707,172745.6385002205,6.260805587169685,0.11494065392632513,Male,1
67231.0009100308,659,186581.56004313097,7.669570855356484,0.4292839768722544,Female,0
42451.24746434568,689,163196.8173265743,0.0,0.3196880399547455,Female,0
47411.85498991491,747,251459.02180639835,4.9601507331229415,0.1099096507737535,Male,1
64886.944748732494,731,180775.5439479241,5.704784375264347,0.32407702169369335,Female,1
34613.030554277706,729,121592.78432899747,11.013269911025512,0.41995652170752684,Male,1
41122.426339869984,783,131897.83145726213,8.332033052162275,0.1052533494839735,Male,1
74329.57812855767,713,161219.66976988045,0.0,0.4636290105445179,Male,0
53002.569311577034,738,292090.7804693304,7.372016956072184,0.25091428974849594,Female,1
35903.30519613641,681,155697.98765108114,0.7731177596238821,0.24467632452010118,Male,0
55709.936671798336,711,207098.99569370027,3.4912710498859427,0.46607748456982667,Female,0
67435.22831958906,623,152562.5652366,5.267594589837714,0.14950426643360443,Female,0
63830.756335114755,737,210424.59852877902,9.814803505261706,0.40896308884929666,Female,1
56114.36781268945,756,202652.96564663094,7.310150326752757,0.46239516250356605,Male,1
34449.26340967268,635,225266.85738236742,7.480515892127343,0.46443405262961945,Male,0
62857.495196685995,759,258920.965878186,7.24680834141778,0.4888885483868023,Female,1
70345.61707867791,672,134422.5431050659,6.282128136412392,0.2123007802985365,Male,0
47514.66640343657,630,207570.3695312389,2.4268004701849417,0.3760525391747569,Male,0
72935.90208574139,692,294463.9397751998,6.611539443625208,0.241889987179011,Female,1
72330.90239991735,680,256797.39229719108,1.2379320427144505,0.4379161441158247,Female,0
74633.17690683539,680,229904.9577523733,8.454996749142428,0.41424071696920906,Female,0
59166.229936343174,705,248125.1442900051,6.9071795793216495,0.40940767609684126,Female,0
69578.88688166061,774,228946.43242856173,7.427775884369896,0.35279283719332255,Female,1
40558.250036251586,797,185046.54573849725,8.334894422423154,0.48284262114241294,Male,1
33554.397669558995,759,156947.51639172123,7.690391996099706,0.39683703702329776,Female,1
51113.036112706584,723,197146.9354284422,5.727808439164824,0.21025414800647782,Male,1
62963.994070386,629,201609.25435184198,7.554229810287962,0.3690268780378493,Male,0
51716.65433578543,663,169091.97756581864,6.667226534128678,0.45188319296162127,Female,0
52741.71248918518,734,157303.3545769972,6.374953817376325,0.19436034667931534,Male,1
65154.27434352692,721,132749.27580346656,4.419977150961132,0.31457215871579686,Female,1
59145.81564418399,694,242991.6780733729,3.1603643225720104,0.42412125493338837,Female,0
32307.18206642859,665,219795.71104790227,0.8580434896695817,0.3579855082980785,Female,0
67661.88132791393,693,228142.72402285654,5.800927349382681,0.4123303333643713,Female,0
46518.23927515308,670,200999.77431032097,5.643389802402654,0.3800136163859422,Female,0
55127.529247370665,704,179846.7065981639,8.636272157968207,0.292990177767133,Female,0
57629.88152131516,688,180330.88511276714,4.105542421400299,0.4497777552824639,Male,0
54177.34772188157,596,200902.3626234112,3.4168957642381828,0.14225713954809677,Female,0
76714.82542003308,699,152675.4602005786,1.7421104877748812,0.1764732156389265,Female,1
50469.56416761556,689,329298.75878419477,1.6809675287686732,0.4152820444286526,Female,0
56269.633107246795,758,161372.8944078882,0.4500123611422362,0.4996598267114636,Female,1
61663.83884564799,680,205828.9256006232,7.084007372355754,0.43290515438805954,Male,0
56117.18399445253,706,122747.17962967824,5.1393838194625685,0.3490313960885195,Female,0
61228.112090794835,736,268505.0926805185,3.759653889584614,0.290826699826909,Male,1
65906.95947324377,637,224229.56894196375,5.361825642840736,0.15250488443714838,Female,0
62985.895433602054,758,245510.78918323727,3.7262055019335723,0.45759135675324336,Female,1
55234.27354865649,845,148201.903569668,4.492013428654858,0.4134694372078416,Female,1
70835.72036741656,640,188725.3288332682,8.319371456883932,0.20497922678553607,Male,0
84586.75208166102,641,264319.1068497767,5.43924287552781,0.32697570050578917,Female,0
73559.02261629293,591,194900.6672703161,7.506000306094506,0.31999899419494315,Female,0
68588.74172034238,718,219938.1882212407,6.933165360614547,0.3220341001891279,Male,0
62471.41261854775,671,168497.57843258296,1.5036754213368293,0.24366906022372012,Female,0
82991.08369503866,615,256238.83599929063,9.241308944873776,0.43718896081942527,Male,0
65717.37577324167,633,237975.0018758061,12.897158614032495,0.17012867135143966,Male,0
70624.55770801596,728,245401.13312680955,3.7322947429363444,0.13642654239498905,Female,1
54497.63382277969,618,99254.93837466958,4.819536501784617,0.12488966906089681,Female,0
73355.74745279679,661,251569.02626386654,0.7250864845537635,0.47087350755173907,Female,0
68694.49759820364,687,255186.00068612982,4.341763037083789,0.48908398942455455,Female,0
65422.55287809153,704,158767.4829854656,4.294505365246709,0.32174561633136395,Male,0
62256.28357715365,781,253062.8129256059,4.1563892137917,0.13201652963657626,Male,1
78985.61761297051,591,155422.82550727477,8.81026407576469,0.1412148523900402,Male,0
55421.629434679984,756,262171.41390514624,0.0,0.48547486638266046,Male,1
52807.60548901135,718,165777.97989569086,10.420576652439536,0.12481810416873183,Male,0
64609.49281314914,652,143298.9907032521,2.869953671325343,0.13729796768854335,Male,1
68367.15459527794,719,102673.7356820568,7.432741317847089,0.13656661964580707,Female,0
70625.3467094903,633,177007.036884243,7.5748112905456155,0.4769831354133185,Male,0
48112.188923509486,700,189173.84012319133,7.345827606355755,0.39437888068928895,Female,0
72907.10232539618,711,223063.60421589157,5.94656882276076,0.38734408756575267,Male,0
69491.72799159428,796,186502.4051587418,0.40220529620671375,0.1259494551340429,Male,1
53757.08392672119,691,236705.31679036244,6.62977089492282,0.39070242295929436,Male,0
